:START_ID,:END_ID,:TYPE
c10002,m688,HAS
c10002,m689,HAS
c10002,m690,HAS
c10002,m691,HAS
c10002,m692,HAS
c10002,m693,HAS
c10002,m694,HAS
c10002,m695,HAS
c10002,m696,HAS
c10002,m697,HAS
c10002,m698,HAS
c10002,m699,HAS
c10002,m700,HAS
c10002,m701,HAS
c10002,m702,HAS
c10002,m703,HAS
c10002,m704,HAS
c10002,m705,HAS
c10002,m706,HAS
c10002,m707,HAS
c10002,m708,HAS
c10002,m709,HAS
c10002,m710,HAS
c10002,m711,HAS
c10002,m712,HAS
c10002,m713,HAS
c10002,m714,HAS
c10002,m715,HAS
c10002,m716,HAS
c10002,m717,HAS
c10002,m718,HAS
c10002,m719,HAS
c10002,m720,HAS
c10002,m721,HAS
c10002,m722,HAS
c10002,m723,HAS
c10002,m724,HAS
c10002,m725,HAS
c10002,m726,HAS
c10002,m727,HAS
c10002,m728,HAS
c10002,m729,HAS
c10002,m730,HAS
c10002,m731,HAS
c10002,m732,HAS
c10002,m733,HAS
c10002,m734,HAS
c10002,m735,HAS
c10002,m736,HAS
c10002,m737,HAS
c10002,m738,HAS
c10002,m739,HAS
c10002,m740,HAS
c10002,m741,HAS
c10002,m742,HAS
c10002,m743,HAS
c10002,m744,HAS
c10002,m745,HAS
c10002,m746,HAS
c10002,m747,HAS
c10002,m748,HAS
c10002,m749,HAS
c10002,m750,HAS
c10002,m751,HAS
c10002,m752,HAS
c10002,m753,HAS
c10002,m754,HAS
c10002,m755,HAS
c10002,m756,HAS
c10002,m757,HAS
c10002,m758,HAS
c10002,m759,HAS
c10002,m760,HAS
c10002,m761,HAS
c10002,m762,HAS
c10002,m763,HAS
c10002,m764,HAS
c10002,m765,HAS
c10002,m766,HAS
c10002,m767,HAS
c10002,m768,HAS
c10002,m769,HAS
c10002,m770,HAS
c10002,m771,HAS
c10002,m772,HAS
c10002,m773,HAS
c10002,m774,HAS
c10002,m775,HAS
c10002,m776,HAS
c10002,m777,HAS
c10002,m778,HAS
c10002,m779,HAS
c10002,m780,HAS
c10002,m781,HAS
c10002,m782,HAS
c10002,m783,HAS
c10002,m784,HAS
c10002,m785,HAS
c10002,m786,HAS
c10002,m787,HAS
c10002,m788,HAS
c10002,m789,HAS
c10002,m790,HAS
c10002,m791,HAS
c10002,m792,HAS
c10002,m793,HAS
c10002,m794,HAS
c10002,m795,HAS
c10002,m796,HAS
c10002,m797,HAS
c10002,m798,HAS
c10002,m799,HAS
c10002,m800,HAS
c10002,m801,HAS
c10002,m802,HAS
c10002,m803,HAS
c10002,m804,HAS
c10002,m805,HAS
c10002,m806,HAS
c10002,m807,HAS
c10002,m808,HAS
c10002,m809,HAS
c10002,m810,HAS
c10002,m811,HAS
c10002,m812,HAS
c10002,m813,HAS
c10002,m814,HAS
c10002,m815,HAS
c10002,m816,HAS
c10002,m817,HAS
c10002,m818,HAS
c10002,m819,HAS
c10002,m820,HAS
c10002,m821,HAS
c10002,m822,HAS
c10002,m823,HAS
c10002,m824,HAS
c10002,m825,HAS
c10002,m826,HAS
c10002,m827,HAS
c10002,m828,HAS
c10002,m829,HAS
c10002,m830,HAS
c10002,m831,HAS
c10002,m832,HAS
c10002,m833,HAS
c10002,m834,HAS
c10002,m835,HAS
c10002,m836,HAS
c10002,m837,HAS
c10002,m838,HAS
c10002,m839,HAS
c10002,m840,HAS
c10002,m841,HAS
c10002,m842,HAS
c10002,m843,HAS
c10002,m844,HAS
c10002,m845,HAS
c10002,m846,HAS
c10002,m847,HAS
c10002,m848,HAS
c10002,m849,HAS
c10002,m850,HAS
c10002,m851,HAS
c10002,m852,HAS
c10002,m853,HAS
c10002,m854,HAS
c10002,m855,HAS
c10002,m856,HAS
c10002,m857,HAS
c10002,m858,HAS
c10002,m859,HAS
c10002,m860,HAS
c10002,m861,HAS
c10002,m862,HAS
c10002,m863,HAS
c10002,m864,HAS
c10002,m865,HAS
c10002,m866,HAS
c10002,m867,HAS
c10002,m868,HAS
c10002,m869,HAS
c10002,m870,HAS
c10002,m871,HAS
c10002,m872,HAS
c10002,m873,HAS
c10002,m874,HAS
c10002,m875,HAS
c10002,m876,HAS
c10002,m877,HAS
c10002,m878,HAS
c10002,m879,HAS
c10002,m880,HAS
c10002,m881,HAS
c10002,m882,HAS
c10002,m883,HAS
c10002,m884,HAS
c10002,m885,HAS
c10002,m886,HAS
c10002,m887,HAS
c10002,m888,HAS
c10002,m889,HAS
c10002,m890,HAS
c10002,m891,HAS
c10002,m892,HAS
c10002,m893,HAS
c10002,m894,HAS
c10002,m895,HAS
c10002,m896,HAS
c10002,m897,HAS
c10002,m898,HAS
c10002,m899,HAS
c10002,m900,HAS
c10002,m901,HAS
c10002,m902,HAS
c10002,m903,HAS
c10002,m904,HAS
c10002,m905,HAS
c10002,m906,HAS
c10002,m907,HAS
c10002,m908,HAS
c10002,m909,HAS
c10002,m910,HAS
c10002,m911,HAS
c10002,m912,HAS
c10002,m913,HAS
c10002,m914,HAS
c10002,m915,HAS
c10002,m916,HAS
c10002,m917,HAS
c10002,m918,HAS
c10002,m919,HAS
c10002,m920,HAS
c10002,m921,HAS
c10002,m922,HAS
c10002,m923,HAS
c10002,m924,HAS
c10002,m925,HAS
c10002,m926,HAS
c10002,m927,HAS
c10002,m928,HAS
c10002,m929,HAS
c10002,m930,HAS
c10002,m931,HAS
c10002,m932,HAS
c10002,m933,HAS
c10002,m934,HAS
c10002,m935,HAS
c10002,m936,HAS
c10002,m937,HAS
c10002,m938,HAS
c10002,m939,HAS
c10002,m940,HAS
c10002,m941,HAS
c10002,m942,HAS
c10002,m943,HAS
c10002,m944,HAS
c10002,m945,HAS
c10002,m946,HAS
c10002,m947,HAS
c10002,m948,HAS
c10002,m949,HAS
c10002,m950,HAS
c10002,m951,HAS
c10002,m952,HAS
c10002,m953,HAS
c10002,m954,HAS
c10002,m955,HAS
c10002,m956,HAS
c10002,m957,HAS
c10002,m958,HAS
c10002,m959,HAS
c10002,m960,HAS
c10002,m961,HAS
c10002,m962,HAS
c10002,m963,HAS
c10002,m964,HAS
c10002,m965,HAS
c10002,m966,HAS
c10002,m967,HAS
c10002,m968,HAS
c10002,m969,HAS
c10002,m970,HAS
c10002,m971,HAS
c10002,m972,HAS
c10002,m973,HAS
c10002,m974,HAS
c10002,m975,HAS
c10002,m976,HAS
c10002,m977,HAS
c10002,m978,HAS
c10002,m979,HAS
c10002,m980,HAS
c10002,m981,HAS
c10002,m982,HAS
c10002,m983,HAS
c10002,m984,HAS
c10002,m985,HAS
c10002,m986,HAS
c10002,m987,HAS
c10002,m988,HAS
c10002,m989,HAS
c10002,m990,HAS
c10002,m991,HAS
c10002,m992,HAS
c10002,m993,HAS
c10002,m994,HAS
c10002,m995,HAS
c10002,m996,HAS
c10002,m997,HAS
c10002,m998,HAS
c10002,m999,HAS
c10002,m1000,HAS
c10002,m1001,HAS
c10002,m1002,HAS
c10002,m1003,HAS
c10002,m1004,HAS
c10002,m1005,HAS
c10002,m1006,HAS
c10002,m1007,HAS
c10002,m1008,HAS
c10002,m1009,HAS
c10002,m1010,HAS
c10002,m1011,HAS
c10002,m1012,HAS
c10002,m1013,HAS
c10002,m1014,HAS
c10002,m1015,HAS
c10002,m1016,HAS
c10002,m1017,HAS
c10002,m1018,HAS
c10002,m1019,HAS
c10002,m1020,HAS
c10002,m1021,HAS
c10002,m1022,HAS
c10002,m1023,HAS
c10002,m1024,HAS
c10002,m1025,HAS
c10002,m1026,HAS
c10002,m1027,HAS
c10002,m1028,HAS
c10002,m1029,HAS
c10002,m1030,HAS
c10002,m1031,HAS
c10002,m1032,HAS
c10002,m1033,HAS
c10002,m1034,HAS
c10002,m1035,HAS
c10002,m1036,HAS
c10002,m1037,HAS
c10002,m1038,HAS
c10002,m1039,HAS
c10002,m1040,HAS
c10002,m1041,HAS
c10002,m1042,HAS
c10002,m1043,HAS
c10002,m1044,HAS
c10002,m1045,HAS
c10002,m1046,HAS
c10002,m1047,HAS
c10002,m1048,HAS
c10002,m1049,HAS
c10002,m1050,HAS
c10002,m1051,HAS
c10002,m1052,HAS
c10002,m1053,HAS
c10002,m1054,HAS
c10002,m1055,HAS
c10002,m1056,HAS
c10002,m1057,HAS
c10002,m1058,HAS
c10002,m1059,HAS
c10002,m1060,HAS
c10002,m1061,HAS
c10002,m1062,HAS
c10002,m1063,HAS
c10002,m1064,HAS
c10002,m1065,HAS
c10002,m1066,HAS
c10002,m1067,HAS
c10002,m1068,HAS
c10002,m1069,HAS
c10002,m1070,HAS
c10002,m1071,HAS
c10002,m1072,HAS
c10002,m1073,HAS
c10002,m1074,HAS
c10002,m1075,HAS
c10002,m1076,HAS
c10002,m1077,HAS
c10002,m1078,HAS
c10002,m1079,HAS
c10002,m1080,HAS
c10002,m1081,HAS
c10002,m1082,HAS
c10002,m1083,HAS
c10002,m1084,HAS
c10002,m1085,HAS
c10002,m1086,HAS
c10002,m1087,HAS
c10002,m1088,HAS
c10002,m1089,HAS
c10002,m1090,HAS
c10002,m1091,HAS
c10002,m1092,HAS
c10002,m1093,HAS
c10002,m1094,HAS
c10002,m1095,HAS
c10002,m1096,HAS
c10002,m1097,HAS
c10002,m1098,HAS
c10002,m1099,HAS
c10002,m1100,HAS
c10002,m1101,HAS
c10002,m1102,HAS
c10002,m1103,HAS
c10002,m1104,HAS
c10002,m1105,HAS
c10002,m1106,HAS
c10002,m1107,HAS
c10002,m1108,HAS
c10002,m1109,HAS
c10002,m1110,HAS
c10002,m1111,HAS
c10002,m1112,HAS
c10002,m1113,HAS
c10002,m1114,HAS
c10002,m1115,HAS
c10002,m1116,HAS
c10002,m1117,HAS
c10002,m1118,HAS
c10002,m1119,HAS
c10002,m1120,HAS
c10002,m1121,HAS
c10002,m1122,HAS
c10002,m1123,HAS
c10002,m1124,HAS
c10002,m1125,HAS
c10002,m1126,HAS
c10002,m1127,HAS
c10002,m1128,HAS
c10002,m1129,HAS
c10002,m1130,HAS
c10002,m1131,HAS
c10002,m1132,HAS
