:START_ID,:END_ID,:TYPE
m715,502,BELONG_TO
m716,202,BELONG_TO
m717,301,BELONG_TO
m718,1202,BELONG_TO
m719,302,BELONG_TO
m720,202,BELONG_TO
m721,201,BELONG_TO
m721,202,BELONG_TO
m722,1302,BELONG_TO
m723,1202,BELONG_TO
m724,1301,BELONG_TO
m725,303,BELONG_TO
m726,303,BELONG_TO
m727,503,BELONG_TO
m728,202,BELONG_TO
m729,202,BELONG_TO
m730,504,BELONG_TO
m731,504,BELONG_TO
m732,502,BELONG_TO
m733,502,BELONG_TO
m734,301,BELONG_TO
m735,301,BELONG_TO
m736,1202,BELONG_TO
m737,1202,BELONG_TO
m738,302,BELONG_TO
m739,302,BELONG_TO
m740,202,BELONG_TO
m741,202,BELONG_TO
m742,201,BELONG_TO
m742,202,BELONG_TO
m743,201,BELONG_TO
m743,202,BELONG_TO
m744,1302,BELONG_TO
m745,1202,BELONG_TO
m746,1202,BELONG_TO
m747,1301,BELONG_TO
m748,303,BELONG_TO
m749,303,BELONG_TO
m750,303,BELONG_TO
m751,503,BELONG_TO
m752,503,BELONG_TO
m753,1202,BELONG_TO
m754,302,BELONG_TO
m755,202,BELONG_TO
m756,202,BELONG_TO
m757,201,BELONG_TO
m757,202,BELONG_TO
m758,1302,BELONG_TO
m759,1301,BELONG_TO
m760,303,BELONG_TO
m761,503,BELONG_TO
m762,502,BELONG_TO
m763,502,BELONG_TO
m764,502,BELONG_TO
m765,202,BELONG_TO
m766,202,BELONG_TO
m767,502,BELONG_TO
m768,502,BELONG_TO
m769,301,BELONG_TO
m770,301,BELONG_TO
m771,1202,BELONG_TO
m772,1202,BELONG_TO
m773,302,BELONG_TO
m774,202,BELONG_TO
m775,202,BELONG_TO
m776,201,BELONG_TO
m776,202,BELONG_TO
m777,201,BELONG_TO
m777,202,BELONG_TO
m778,1302,BELONG_TO
m779,1202,BELONG_TO
m780,1301,BELONG_TO
m781,303,BELONG_TO
m782,303,BELONG_TO
m783,303,BELONG_TO
m784,303,BELONG_TO
m785,503,BELONG_TO
m786,503,BELONG_TO
m787,502,BELONG_TO
m788,202,BELONG_TO
m789,202,BELONG_TO
m790,502,BELONG_TO
m791,502,BELONG_TO
m792,202,BELONG_TO
m793,202,BELONG_TO
m794,301,BELONG_TO
m795,301,BELONG_TO
m796,1202,BELONG_TO
m797,1202,BELONG_TO
m798,302,BELONG_TO
m799,302,BELONG_TO
m800,202,BELONG_TO
m801,202,BELONG_TO
m802,201,BELONG_TO
m802,202,BELONG_TO
m803,201,BELONG_TO
m803,202,BELONG_TO
m804,1302,BELONG_TO
m805,1202,BELONG_TO
m806,1202,BELONG_TO
m807,1301,BELONG_TO
m808,303,BELONG_TO
m809,303,BELONG_TO
m810,303,BELONG_TO
m811,503,BELONG_TO
m812,202,BELONG_TO
m813,1202,BELONG_TO
m814,302,BELONG_TO
m815,202,BELONG_TO
m816,201,BELONG_TO
m816,202,BELONG_TO
m817,1302,BELONG_TO
m818,1301,BELONG_TO
m819,303,BELONG_TO
m820,303,BELONG_TO
m821,202,BELONG_TO
m822,202,BELONG_TO
m823,502,BELONG_TO
m824,502,BELONG_TO
m825,301,BELONG_TO
m826,301,BELONG_TO
m827,1202,BELONG_TO
m828,1202,BELONG_TO
m829,302,BELONG_TO
m830,302,BELONG_TO
m831,202,BELONG_TO
m832,202,BELONG_TO
m833,201,BELONG_TO
m833,202,BELONG_TO
m834,201,BELONG_TO
m834,202,BELONG_TO
m835,1302,BELONG_TO
m836,1202,BELONG_TO
m837,1301,BELONG_TO
m838,1301,BELONG_TO
m839,303,BELONG_TO
m840,303,BELONG_TO
m841,303,BELONG_TO
m842,503,BELONG_TO
m843,503,BELONG_TO
m844,502,BELONG_TO
m845,202,BELONG_TO
m846,202,BELONG_TO
m847,202,BELONG_TO
m848,202,BELONG_TO
m849,504,BELONG_TO
m850,504,BELONG_TO
m851,504,BELONG_TO
m852,502,BELONG_TO
m853,502,BELONG_TO
m854,202,BELONG_TO
m855,301,BELONG_TO
m856,301,BELONG_TO
m857,1202,BELONG_TO
m858,1202,BELONG_TO
m859,302,BELONG_TO
m860,302,BELONG_TO
m861,202,BELONG_TO
m862,202,BELONG_TO
m863,201,BELONG_TO
m863,202,BELONG_TO
m864,201,BELONG_TO
m864,202,BELONG_TO
m865,1302,BELONG_TO
m866,1202,BELONG_TO
m867,1202,BELONG_TO
m868,1301,BELONG_TO
m869,303,BELONG_TO
m870,303,BELONG_TO
m871,303,BELONG_TO
m872,303,BELONG_TO
m873,503,BELONG_TO
m874,503,BELONG_TO
m875,301,BELONG_TO
m876,1202,BELONG_TO
m877,1202,BELONG_TO
m878,302,BELONG_TO
m879,202,BELONG_TO
m880,201,BELONG_TO
m880,202,BELONG_TO
m881,201,BELONG_TO
m881,202,BELONG_TO
m882,1302,BELONG_TO
m883,1202,BELONG_TO
m884,1301,BELONG_TO
m885,303,BELONG_TO
m886,303,BELONG_TO
m887,303,BELONG_TO
m888,503,BELONG_TO
m889,502,BELONG_TO
m890,202,BELONG_TO
m891,202,BELONG_TO
m892,502,BELONG_TO
m893,202,BELONG_TO
m894,202,BELONG_TO
m895,301,BELONG_TO
m896,301,BELONG_TO
m897,1202,BELONG_TO
m898,1202,BELONG_TO
m899,302,BELONG_TO
m900,302,BELONG_TO
m901,202,BELONG_TO
m902,202,BELONG_TO
m903,201,BELONG_TO
m903,202,BELONG_TO
m904,201,BELONG_TO
m904,202,BELONG_TO
m905,1302,BELONG_TO
m906,1202,BELONG_TO
m907,1202,BELONG_TO
m908,1301,BELONG_TO
m909,1301,BELONG_TO
m910,303,BELONG_TO
m911,303,BELONG_TO
m912,303,BELONG_TO
m913,503,BELONG_TO
m914,503,BELONG_TO
m915,302,BELONG_TO
m916,201,BELONG_TO
m916,202,BELONG_TO
m917,1302,BELONG_TO
m918,1202,BELONG_TO
m919,1301,BELONG_TO
m920,202,BELONG_TO
m921,202,BELONG_TO
m922,202,BELONG_TO
m923,504,BELONG_TO
m924,504,BELONG_TO
m925,502,BELONG_TO
m926,502,BELONG_TO
m927,301,BELONG_TO
m928,301,BELONG_TO
m929,1202,BELONG_TO
m930,1202,BELONG_TO
m931,302,BELONG_TO
m932,302,BELONG_TO
m933,202,BELONG_TO
m934,202,BELONG_TO
m935,201,BELONG_TO
m935,202,BELONG_TO
m936,201,BELONG_TO
