major,firstDiscipline,SubjectCategory
过程装备与控制工程,控制科学与工程,工学
过程装备与控制工程(面向泉州),控制科学与工程,工学
过程装备与控制工程【过程装备与控制工程、安全工程】,控制科学与工程,工学
过程装备与控制工程（单列）,控制科学与工程,工学
过程装备与控制工程（含安全工程专业）,控制科学与工程,工学
过程装备与控制工程（普通类）,控制科学与工程,工学
过程装备与控制工程（面向泉州）,控制科学与工程,工学
运动人体科学,体育学,教育学
运动康复,交通运输工程,工学
通信与信息工程类,信息与通信工程,工学
通信工程,信息与通信工程,工学
通信工程 国家专项,信息与通信工程,工学
通信工程(+人工智能，大类招生),信息与通信工程,工学
通信工程(信息与通信工程类),信息与通信工程,工学
通信工程(双一流实验班，大类招生),信息与通信工程,工学
通信工程(含通信工程、信息对抗技术),信息与通信工程,工学
通信工程(国防生),信息与通信工程,工学
通信工程(按信息与通信工程类培养),信息与通信工程,工学
通信工程(按信息与通信工程类培养)(含通信工程、信息对抗技术),信息与通信工程,工学
通信工程(教改班),信息与通信工程,工学
通信工程(无线多媒体广播技术方向),信息与通信工程,工学
通信工程类,信息与通信工程,工学
通信工程（中外合作办学）,信息与通信工程,工学
通信工程（卓越工程师班）,信息与通信工程,工学
通信工程（单列）,信息与通信工程,工学
通信工程（含通信工程、信息对抗技术）（按信息与通信工程类培养）,信息与通信工程,工学
通信工程（含通信工程、信息工程、测控技术与仪器专业）,信息与通信工程,工学
通信工程（含通信工程、信息工程、测控技术与仪器专业） 国家专项,信息与通信工程,工学
通信工程（含通信工程、信息工程、空间信息与数字技术）,信息与通信工程,工学
通信工程（含通信工程、信息工程、空间信息与数字技术） 国家专项,信息与通信工程,工学
通信工程（按信息与通信工程类培养）,信息与通信工程,工学
通信工程（按信息与通信工程类培养，含通信工程、信息对抗技术）,信息与通信工程,工学
通信工程（按信息与通信工程类招生，含通信工程、信息对抗技术）,信息与通信工程,工学
通信工程（教育部卓越工程师班）,信息与通信工程,工学
通信工程（无线多媒体广播技术方向）,信息与通信工程,工学
通信工程（普通类）,信息与通信工程,工学
道路桥梁与渡河工程,材料科学与工程,工学
道路桥梁与渡河工程（中外合作办学）,材料科学与工程,工学
道路桥梁与渡河工程（国际工程班）,动力工程及工程热物理,工学
遥感科学与技术,核科学与技术,工学
遥感科学与技术(遥感科学与技术类),核科学与技术,工学
邮政工程,机械工程,工学
邮政工程(互联网与智慧物流),化学工程与技术,工学
邮政管理,工商管理,管理学
邮政管理(互联网与智慧物流),管理科学与工程,管理学
酒店管理,工商管理,管理学
酒店管理科,管理科学与工程,管理学
酒店管理（单列类）,工商管理,管理学
酒店管理（单列）,工商管理,管理学
酒店管理（双语类）,工商管理,管理学
酒店管理（普通类）,工商管理,管理学
酿酒工程,机械工程,工学
采矿工程,矿业工程,工学
采矿工程(地矿专业),矿业工程,工学
采矿工程(提前批),矿业工程,工学
采矿工程（单列）,矿业工程,工学
采矿工程（地矿专业）,矿业工程,工学
采矿工程（地矿）,矿业工程,工学
采矿工程（提前批）,矿业工程,工学
采矿工程（普通类）,矿业工程,工学
野生动物与自然保护区管理,植物保护,农学
野生动物与自然保护区管理（森林康养方向）,植物保护,农学
金属材料工程,材料科学与工程,工学
金属材料工程（日语强化）,材料科学与工程,工学
金融学,理论经济学,经济学
金融学  (  国际金融  ),理论经济学,经济学
金融学  (  金融科技  ),理论经济学,经济学
金融学  (  金融经济  ),理论经济学,经济学
金融学(专项理）,理论经济学,经济学
金融学(中俄合作办学),理论经济学,经济学
金融学(中外合作办学),理论经济学,经济学
金融学(中美校际交流),理论经济学,经济学
金融学(含国际化班),理论经济学,经济学
金融学(国际金融与场),理论经济学,经济学
金融学(国际金融与市场),理论经济学,经济学
金融学(定向),理论经济学,经济学
金融学类,理论经济学,经济学
金融学类(弘毅学堂数理经济与数理金融试验班),理论经济学,经济学
金融学类(数理经济与数理金融试验班),理论经济学,经济学
金融学类(金融学(国际金融与市场)、经济与金融),理论经济学,经济学
金融学类(金融学、保险学),理论经济学,经济学
金融学类(金融学、保险学) ,理论经济学,经济学
金融学类(金融学、金融工程、投资学),理论经济学,经济学
金融学类（中外合作办学,理论经济学,经济学
金融学类（中外合作办学）,理论经济学,经济学
金融学类（中外合作办学））,理论经济学,经济学
金融学类（厦门大学与爱尔兰都柏林商学院合作举办）,理论经济学,经济学
金融学类（含:金融学）,理论经济学,经济学
金融学类（经济学）,理论经济学,经济学
金融学类（金融学、保险学）,理论经济学,经济学
金融学类（金融学）,理论经济学,经济学
金融学（121项目）,理论经济学,经济学
金融学（中外合作办学类）,理论经济学,经济学
金融学（中外合作办学）,理论经济学,经济学
金融学（五年）,理论经济学,经济学
金融学（俄语与俄语国家研究）,理论经济学,经济学
金融学（单列类）,理论经济学,经济学
金融学（单列）,理论经济学,经济学
金融学（厦门大学与爱尔兰都柏林商学院合作举办）,理论经济学,经济学
金融学（厦门大学马来西亚分校）,理论经济学,经济学
金融学（双培计划）,理论经济学,经济学
金融学（双语实验班）,理论经济学,经济学
金融学（双语类）,理论经济学,经济学
金融学（国家贫困专项）,理论经济学,经济学
金融学（国际组织与全球治理）,理论经济学,经济学
金融学（国际金融与市场）,理论经济学,经济学
金融学（数量金融）,理论经济学,经济学
金融学（普通类）,理论经济学,经济学
金融学（证券与期货方向）,理论经济学,经济学
金融学（金融工程）,理论经济学,经济学
金融学（金融科技）,理论经济学,经济学
金融工程,理论经济学,经济学
金融工程(量化金融实验班),理论经济学,经济学
金融数学,理论经济学,经济学
金融数学(中美校际交流),理论经济学,经济学
金融类,理论经济学,经济学
钻探技术,机械工程,工学
铁道工程,机械工程,工学
铁道工程（汉）,机械工程,工学
阿拉伯语,外国语言文学,文学
阿拉伯语（文史）,外国语言文学,文学
阿拉伯语（理工）,外国语言文学,文学
集成电路设计,电子科学与技术,工学
集成电路设计与集成系统,电子科学与技术,工学
集成电路设计与集成系统（集成电路卓越计划实验班）,电子科学与技术,工学
非织造材料与工程,材料科学与工程,工学
预防医学,公共卫生与预防医学,医学
预防医学 ,公共卫生与预防医学,医学
预防医学 国家专项,公共卫生与预防医学,医学
预防医学(五年),公共卫生与预防医学,医学
预防医学(南单理）,公共卫生与预防医学,医学
预防医学（五年制）,公共卫生与预防医学,医学
预防医学（五年）,公共卫生与预防医学,医学
预防医学（分院）,公共卫生与预防医学,医学
预防医学（学制五年）,公共卫生与预防医学,医学
风景园林,风景园林学,工学
风景园林（中加合作班）,风景园林学,工学
风景园林（国家专项计划）,风景园林学,工学
风景园林（学制5年）,风景园林学,工学
飞行器制造工程,控制科学与工程,工学
飞行器制造工程（航空维修工程与技术）,化学工程与技术,工学
飞行器动力工程,动力工程及工程热物理,工学
飞行器控制与信息工程,控制科学与工程,工学
飞行器环境与生命保障工程,环境科学与工程,工学
飞行器设计与工程,材料科学与工程,工学
飞行器设计与工程（航天）,材料科学与工程,工学
飞行器适航技术,仪器科学与技术,工学
飞行技术,仪器科学与技术,工学
食品卫生与营养学,食品科学与工程,工学
食品安全与检测,食品科学与工程,工学
食品科学与工程,食品科学与工程,工学
食品科学与工程 ,食品科学与工程,工学
食品科学与工程  (  食品加工工艺  ),食品科学与工程,工学
食品科学与工程  (  高精尖项目  ),食品科学与工程,工学
食品科学与工程  （中外合作办学）,食品科学与工程,工学
食品科学与工程 国家专项,食品科学与工程,工学
食品科学与工程(汉),食品科学与工程,工学
食品科学与工程类,食品科学与工程,工学
食品科学与工程类  (  中外合作办学  ),食品科学与工程,工学
食品科学与工程类(中外合作办学),食品科学与工程,工学
食品科学与工程类(含食品科学与工程、食品质量与安全专业),食品科学与工程,工学
食品科学与工程类(民族班),食品科学与工程,工学
食品科学与工程类(食品科学与工程、食品质量与安全),食品科学与工程,工学
食品科学与工程类(食品质量与安全),食品科学与工程,工学
食品科学与工程类（含食品科学与工程、食品质量与安全）,食品科学与工程,工学
食品科学与工程类（含食品科学与工程、食品质量与安全） 国家专项,食品科学与工程,工学
食品科学与工程类（食品科学与工程、食品质量与安全）,食品科学与工程,工学
食品科学与工程（中外合作办学）,食品科学与工程,工学
食品科学与工程（单列）,食品科学与工程,工学
食品科学与工程（国家专项计划）,食品科学与工程,工学
食品科学与工程（外培计划）,食品科学与工程,工学
食品科学与工程（定向）（单列）,食品科学与工程,工学
食品科学与工程（普通类）,食品科学与工程,工学
食品科学与工程（本硕博班）,食品科学与工程,工学
食品科学与工程（汉）,食品科学与工程,工学
食品质量与安全,食品科学与工程,工学
食品质量与安全 国家专项,食品科学与工程,工学
食品质量与安全（国家专项计划）,食品科学与工程,工学
马克思主义理论,马克思主义理论,法学
马克思主义理论 ,马克思主义理论,法学
高分子材料与工程,材料科学与工程,工学
高分子材料与工程  (  高精尖项目  ),材料科学与工程,工学
高分子材料与工程(中外合作办学),材料科学与工程,工学
高分子材料与工程(中外合作办学专业),材料科学与工程,工学
高分子材料与工程(定向),材料科学与工程,工学
高分子材料与工程(拔尖人才试点班),材料科学与工程,工学
高分子材料与工程（中外合作办学）,材料科学与工程,工学
高分子材料与工程（先进材料）,材料科学与工程,工学
高分子材料与工程（单列）,材料科学与工程,工学
高分子材料与工程（定向）,材料科学与工程,工学
高分子材料与工程（拔尖人才试点班),材料科学与工程,工学
高分子材料与工程（拔尖人才试点班）,材料科学与工程,工学
高分子材料与工程（普通类）,材料科学与工程,工学
麻醉学,临床医学,医学
麻醉学(五年),临床医学,医学
